,name,sex,date_of_birth,email_address,,geography,postcode,ethnic_group,nationality,highest_level_of_qualifications,employment_status,industry,occupation,,,,,,,,,,,,
8992,Jeffrey Gibbons,male,26-06-1991,jeffrey.gibbons@7b5c6.yahoo.com,,South East,PO16 9UY,White,United Kingdom,Other qualifications,Employee: Full-time,K. Financial & insurance activities,4. Administrative and secretarial occupations,,,,,,,,,,,,
8993,Dorothy Barnes,female,13-07-1974,d_barnes74@1d156.morris.co.uk,,North West,SK1 4DJ,White,United Kingdom,Level 4 or above,Employee: Full-time,P. Education,8. Process plant and machine operatives,,,,,,,,,,,,
8994,Maurice Manning,male,02-06-1992,manning-maurice2056@ba60e.outlook.com,,Wales,CH8 7RA,White,United Kingdom,Level 4 or above,Employee: Part-time,H. Transport & storage,2. Professional occupations,,,,,,,,,,,,
8995,Eric James,male,28-10-1979,ejames9358@e583b.hotmail.co.uk,,East Midlands,LE4 6FJ,White,United Kingdom,No qualifications,Employee: Part-time,P. Education,4. Administrative and secretarial occupations,,,,,,,,,,,,
8996,Martyn Dawson,male,26-01-1946,martyndawson1946@ef650.woodward.com,,East,NR18 0BJ,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
8997,Sarah Knight,female,15-07-1983,knight-sarah1983@c4b27.hill-shaw.co.uk,,West Midlands,WR7 4JU,White,United Kingdom,No qualifications,Employee: Full-time,"G. Wholesale, retail & repair of motor vehicles",7. Sales and customer service occupations,,,,,,,,,,,,
8998,Christine Hancock,female,04-10-2010,hancockc@1935e.taylor.com,,Northern Ireland,BT63 5QH,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
8999,Toby Thomas,male,10-02-1993,thomastoby@d62dc.yahoo.com,,North West,PR2 6HY,White,United Kingdom,Level 1,Homemaker,Other,Other,,,,,,,,,,,,
9000,Katie Cook,female,03-09-1967,katie.cook@d95c5.hanson-martin.biz,,East,NR35 1DQ,White,Lithuania,Level 1,Employee: Full-time,"G. Wholesale, retail & repair of motor vehicles",3. Associate professional and technical occupat...,,,,,,,,,,,,
9001,Diana Clark,female,23-11-1981,diana.c1981@cf6d1.mcdonald.com,,East Midlands,NG5 5TH,White,United Kingdom,Other qualifications,Employee: Full-time,"G. Wholesale, retail & repair of motor vehicles",9. Elementary occupations,,,,,,,,,,,,
9002,Laura Ward,female,13-06-1993,ward_laura93@df44c.dodd.com,,London,N1 1UB,Black / African / Caribbean / Black British,United Kingdom,Level 4 or above,Homemaker,Other,Other,,,,,,,,,,,,
9003,Oliver Lloyd,male,30-05-1955,lloyd.oliver3538@49fda.hotmail.co.uk,,South East,KT24 5JB,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
9004,Garry Murphy,male,29-04-1997,murphyg@9aefc.robinson-clements.net,,Scotland,G32 9AD,White,United Kingdom,Level 1,Employee: Full-time,P. Education,4. Administrative and secretarial occupations,,,,,,,,,,,,
9005,Glen Hughes,male,23-08-1975,glenh75@5e4da.bird-macdonald.com,,South East,TN34 2RZ,White,United Kingdom,Level 4 or above,Employee: Full-time,F. Construction,2. Professional occupations,,,,,,,,,,,,
9006,Beth Miles,female,26-01-1975,beth-miles4915@8751b.hotmail.co.uk,,West Midlands,TF5 0JZ,White,United Kingdom,Level 4 or above,Employee: Full-time,Q. Human health & social work activities,8. Process plant and machine operatives,,,,,,,,,,,,
9007,Leigh Thomson,male,17-10-1990,thomson-leigh90@75acc.lewis.com,,South East,HP19 7BS,White,Romania,Other qualifications,Employee: Full-time,"M. Professional, scientific & technical activities",3. Associate professional and technical occupat...,,,,,,,,,,,,
9008,Lynne Smith,female,03-04-1954,lsmith740@b9c9e.hotmail.co.uk,,South East,RG41 4EU,Mixed / Multiple ethnic group,United Kingdom,Level 3,Retired,Other,Other,,,,,,,,,,,,
9009,Anna Jones,female,04-07-1988,jones-anna1988@d8180.griffiths.info,,North West,WA2 9UZ,White,United Kingdom,Level 1,Homemaker,Other,Other,,,,,,,,,,,,
9010,Lorraine Read,female,27-09-1995,l-read@7fa7d.john-grant.co.uk,,Northern Ireland,BT11 9ER,White,United Kingdom,Level 4 or above,Employee: Full-time,P. Education,5. Skilled trades occupations,,,,,,,,,,,,
9011,Stacey Ball,female,15-03-2002,stacey.ball@49f3f.freeman.org,,East,SS9 1JL,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9012,Sally Jones,female,10-02-1956,j.sally@c72d2.yahoo.com,,North East,DH6 2UA,White,United Kingdom,Level 3,Retired,Other,Other,,,,,,,,,,,,
9013,Gordon Matthews,male,02-04-1950,m.gordon1950@6c02b.wells-smith.com,,Scotland,EH22 2HB,White,United Kingdom,Level 1,Retired,Other,Other,,,,,,,,,,,,
9014,Holly Chapman,female,19-02-1957,cholly1456@79c02.bates-thomas.com,,West Midlands,DY5 4TH,Asian / Asian British: Other Asian,United Kingdom,Level 2,Retired,Other,Other,,,,,,,,,,,,
9015,Stewart Moore,male,05-10-1969,moore.stewart1579@ad14b.hotmail.com,,West Midlands,B28 9QD,Asian / Asian British: Pakistani,United Kingdom,Level 2,Employee: Full-time,J. Information & communication,8. Process plant and machine operatives,,,,,,,,,,,,
9016,Grace Harris,female,23-06-1955,graceharris1955@11e08.yahoo.com,,South West,GL18 1LJ,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
9017,Brett Williams,male,21-02-2000,brett_williams8514@a7d2b.hewitt-perry.com,,East,SG18 0DU,White,United Kingdom,Level 4 or above,Full-time student,Other,Other,,,,,,,,,,,,
9018,Abigail Taylor,female,04-03-2016,abigailt@e1dd2.bryant-lyons.com,,Scotland,EH47 0BB,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9019,Nicola Smith,female,17-10-2015,smith-n15@4b426.knight-newton.com,,West Midlands,TF2 8HR,White,Slovakia,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9020,Holly Smith,female,25-08-2020,sholly20@95ae3.outlook.com,,London,CR0 2NQ,Asian / Asian British: Pakistani,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
9021,Thomas Bird,male,22-02-1978,thomas_bird1035@6fc8f.henderson.com,,West Midlands,WR2 4BT,Other Ethnic Group,United Kingdom,Level 2,Unemployed,Other,Other,,,,,,,,,,,,
9022,Matthew Hill,male,05-09-1970,matthew.h@730e6.gmail.com,,East Midlands,PE21 0NJ,White,United Kingdom,Other qualifications,Employee: Part-time,"M. Professional, scientific & technical activities",2. Professional occupations,,,,,,,,,,,,
9023,Debra Murray,female,04-09-2005,debra-murray@1a5b0.ellis.com,,Yorkshire and The Humber,HD3 3GE,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9024,Naomi Harrison,female,26-09-2008,naomiharrison@82c8b.hotmail.com,,Northern Ireland,BT12 6NG,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9025,Lesley Barker,female,22-09-2014,lesley_b14@38a2b.hotmail.com,,North West,BB12 6RW,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9026,Tom Lawrence,male,25-04-2014,tom.l2014@2ead8.yahoo.com,,South East,MK18 3LH,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9027,Kathryn Edwards,female,19-08-1936,kathryn.edwards7196@09211.singh-white.com,,Yorkshire and The Humber,LS14 6GA,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
9028,Maria Smith,female,18-06-1997,smithm8956@e92c8.wilson.org,,Scotland,FK2 7TQ,White,Turkey,Level 3,Other,Other,Other,,,,,,,,,,,,
9029,Denise Baker,female,21-05-1962,baker.d62@77c1e.porter.co.uk,,Yorkshire and The Humber,BD16 4LQ,White,United Kingdom,Level 4 or above,Other,Other,Other,,,,,,,,,,,,
9030,Carol Turner,female,16-08-1958,cturner2917@2a70c.gmail.com,,Wales,CF83 4GP,White,United Kingdom,Level 1,Retired,Other,Other,,,,,,,,,,,,
9031,Nicole Hardy,female,23-07-1996,hardy-nicole96@6a80d.brown.org,,West Midlands,B23 6DH,White,Bulgaria,Level 3,Employee: Full-time,RST. Other services,5. Skilled trades occupations,,,,,,,,,,,,
9032,Daniel Knowles,male,11-05-1938,dknowles38@2abc6.mitchell-miller.com,,Yorkshire and The Humber,S13 8FE,White,Greece,Level 1,Retired,Other,Other,,,,,,,,,,,,
9033,Gavin Wood,male,24-12-1961,gwood@f2871.yahoo.com,,South East,BN20 8JR,White,United Kingdom,Level 4 or above,Self-employed,P. Education,5. Skilled trades occupations,,,,,,,,,,,,
9034,Damian Rees,male,30-01-1991,reesdamian91@5f2b4.gmail.com,,East,IP31 2JY,White,United Kingdom,No qualifications,Employee: Full-time,C. Manufacturing,"1. Managers, directors and senior officials",,,,,,,,,,,,
9035,Natasha Taylor,female,02-06-1932,taylor-n@983f2.yahoo.co.uk,,North West,M40 5ED,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
9036,Kathryn Glover,female,10-03-2021,gloverk2021@bf008.hotmail.co.uk,,South East,SO21 1QD,White,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
9037,Hilary Osborne,female,17-04-1931,hilary_osborne2010@14277.hotmail.com,,Scotland,AB53 5QB,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
9038,Robin Archer,male,13-08-2008,rarcher@4db5a.stokes-carter.net,,South West,PL1 2QZ,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9039,Bryan Wong,male,07-12-1966,bryanwong1966@6aab4.gmail.com,,South East,OX10 6QX,White,United Kingdom,Level 2,Self-employed,"M. Professional, scientific & technical activities",8. Process plant and machine operatives,,,,,,,,,,,,
9040,Cameron Sykes,male,21-05-2009,cameron_sykes4066@99f8c.hotmail.co.uk,,South East,DA11 0DY,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9041,Valerie James,female,30-11-1987,james.valerie1987@079cb.armstrong.info,,West Midlands,TF1 3PZ,White,United Kingdom,Level 4 or above,Employee: Full-time,O. Public admin & defence; social security,"6. Caring, leisure and other service occupations",,,,,,,,,,,,
9042,Heather Jackson,female,28-11-1969,jackson-h1969@3810f.wright.info,,South East,CR6 9PS,White,United Kingdom,Level 1,Unemployed,Other,Other,,,,,,,,,,,,
9043,Julian Griffin,male,28-12-2017,julian.g17@16c1a.hunter.co.uk,,North West,L21 7GD,Asian / Asian British: Indian,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
9044,Norman Dean,male,10-06-1950,norman_dean4677@bd92f.whitehouse.org,,South East,BN25 4AD,White,United Kingdom,Level 1,Retired,Other,Other,,,,,,,,,,,,
9045,Edward Taylor,male,21-04-2008,edwardtaylor08@4fff8.randall.com,,Wales,LL53 6ND,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9046,James Cox,male,25-01-2005,jamesc@ab246.gmail.com,,Scotland,G74 1BJ,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9047,Guy Howarth,male,14-07-1989,howarthguy5265@15480.gmail.com,,East,NR1 4PY,White,United Kingdom,No qualifications,Employee: Full-time,"G. Wholesale, retail & repair of motor vehicles",9. Elementary occupations,,,,,,,,,,,,
9048,William Pearson,male,01-04-2012,william-pearson4657@93a7c.russell-roberts.com,,London,WC1H 8BL,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9049,Neil Green,male,09-07-2018,neil-green18@d3184.johnson.com,,East Midlands,S44 5AW,White,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
9050,Glen Palmer,male,22-10-1996,palmer.glen1996@42871.hotmail.co.uk,,East,MK40 4QH,Mixed / Multiple ethnic group,United Kingdom,Level 1,Employee: Full-time,P. Education,3. Associate professional and technical occupat...,,,,,,,,,,,,
9051,Lucy Goddard,female,05-08-2006,lucy-goddard2006@28c0a.atkinson.info,,London,DA5 1RQ,Asian / Asian British: Bangladeshi,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9052,Abigail Butler,female,07-09-1966,abigail_butler1966@adc17.hotmail.com,,East Midlands,NG9 5FW,White,United Kingdom,Level 4 or above,Employee: Full-time,I. Accommod-ation & food services,3. Associate professional and technical occupat...,,,,,,,,,,,,
9053,Hayley Taylor,female,30-04-1999,hayleytaylor@a436d.yahoo.co.uk,,North West,CA12 4JJ,Asian / Asian British: Indian,United Kingdom,Level 1,Self-employed,Q. Human health & social work activities,7. Sales and customer service occupations,,,,,,,,,,,,
9054,Michelle Smith,female,16-07-1937,msmith@b6798.outlook.com,,East Midlands,DE24 0HP,White,United Kingdom,Level 3,Retired,Other,Other,,,,,,,,,,,,
9055,Annette Farmer,female,20-12-1989,farmerannette89@87823.outlook.com,,London,UB10 8XA,White,United Kingdom,Other qualifications,Employee: Full-time,"M. Professional, scientific & technical activities",2. Professional occupations,,,,,,,,,,,,
9056,Harry Warren,male,24-01-2012,harry-warren2012@e6535.outlook.com,,Scotland,G41 5EL,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9057,Stephen Chapman,male,20-08-1966,s_chapman@09f60.hotmail.co.uk,,Scotland,EH24 9EJ,White,Iran,Level 3,Self-employed,F. Construction,9. Elementary occupations,,,,,,,,,,,,
9058,Annette Baxter,female,10-12-1956,a.baxter@e2d2d.james-stokes.com,,East,SG8 0PR,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
9059,Megan Whitehead,female,18-12-2018,whitehead.megan3760@36497.gmail.com,,North West,OL4 1NS,White,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
9060,Harry White,male,19-12-1993,harrywhite1027@6ffd7.hotmail.co.uk,,East,LU7 9NU,White,United Kingdom,Level 1,Employee: Part-time,J. Information & communication,4. Administrative and secretarial occupations,,,,,,,,,,,,
9061,Ronald Murray,male,28-05-2011,ronald-murray2011@990d9.yahoo.co.uk,,Wales,CF34 0SN,Black / African / Caribbean / Black British,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9062,Wendy Hawkins,female,05-05-1955,wendyh@83b47.outlook.com,,South West,SN13 9DE,Black / African / Caribbean / Black British,United Kingdom,Level 3,Retired,Other,Other,,,,,,,,,,,,
9063,George Holmes,male,01-05-2002,holmes-george@03485.shepherd.com,,South East,BN2 4DQ,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9064,Robin Evans,male,15-04-1999,e_robin7628@b7afe.yahoo.co.uk,,Wales,LL41 4SF,White,United Kingdom,No qualifications,Employee: Part-time,"BDE. Mining, energy and water supply",8. Process plant and machine operatives,,,,,,,,,,,,
9065,Zoe Davidson,female,26-06-1951,zoe_davidson51@76a8d.butler.info,,South East,GU14 9DF,White,United Kingdom,Level 1,Retired,Other,Other,,,,,,,,,,,,
9066,Aimee Henry,female,15-05-2009,henryaimee@04aa4.james.com,,South East,PO40 9LL,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9067,Norman Cunningham,male,04-05-1969,normancunningham@13d2c.hotmail.com,,South East,PO5 1QP,White,United Kingdom,Level 2,Other,Other,Other,,,,,,,,,,,,
9068,Ben Burns,male,20-09-2006,benburns1691@44dcd.burton.net,,West Midlands,B90 2HW,White,Russia,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9069,Patrick Davidson,male,29-12-2007,p-davidson2007@64ab0.forster.com,,South East,SO14 1LB,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9070,Peter Allen,male,14-07-2016,peter.allen6526@4e9d9.gmail.com,,London,EN3 4TG,Black / African / Caribbean / Black British,Hungary,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9071,Marcus Smith,male,01-01-2007,marcus_smith6516@82826.yahoo.com,,South East,RH1 6HR,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9072,Sarah Jackson,female,21-09-1988,jackson_s88@03aab.outlook.com,,North West,BB2 2ED,White,United Kingdom,No qualifications,Self-employed,N. Administrative & support services,"6. Caring, leisure and other service occupations",,,,,,,,,,,,
9073,Carolyn Thomson,female,16-06-1960,c-thomson1960@6736e.gmail.com,,Northern Ireland,BT28 1HL,White,United Kingdom,No qualifications,Employee: Part-time,P. Education,4. Administrative and secretarial occupations,,,,,,,,,,,,
9074,Allan Hudson,male,29-07-2017,h.allan2017@38ac5.cox.com,,East Midlands,DE3 0SD,White,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
9075,Holly Daly,female,29-09-1997,holly_daly@24e01.yahoo.com,,Scotland,FK10 3FE,White,United Kingdom,Level 4 or above,Employee: Part-time,P. Education,5. Skilled trades occupations,,,,,,,,,,,,
9076,Arthur Wilkinson,male,18-02-2018,arthur-wilkinson@b570f.outlook.com,,London,E10 7FU,Other Ethnic Group,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
9077,Albert Dale,male,26-08-1975,dalealbert75@6b9ae.outlook.com,,London,NW10 0TT,White,United Kingdom,Level 4 or above,Employee: Full-time,F. Construction,2. Professional occupations,,,,,,,,,,,,
9078,Leanne Stevens,female,08-03-2003,stevens.l@1754b.pritchard.biz,,Scotland,G5 0QH,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9079,Sara Holden,female,14-10-2013,holdensara2013@6d8cb.gmail.com,,East Midlands,NG17 7EL,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9080,Lawrence Johnson,male,28-03-1978,lawrencejohnson78@191ed.gmail.com,,East,EN9 1PQ,White,United Kingdom,Level 1,Employee: Full-time,C. Manufacturing,2. Professional occupations,,,,,,,,,,,,
9081,Teresa Patel,female,10-08-1934,pteresa@94f26.collins.org,,West Midlands,ST5 3EF,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
9082,Max Ferguson,male,08-08-1989,max-ferguson89@8f328.hotmail.com,,South West,TQ3 3TL,White,United Kingdom,No qualifications,Employee: Full-time,"BDE. Mining, energy and water supply",5. Skilled trades occupations,,,,,,,,,,,,
9083,Callum Fox,male,23-08-1946,callumfox46@c0bbc.johnson-leonard.info,,East Midlands,NG5 9AJ,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
9084,Clifford Bradshaw,male,17-06-2011,bradshaw_c2011@c5125.yahoo.co.uk,,Wales,NP8 1PR,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9085,Garry Phillips,male,12-04-2005,garry-phillips2005@23525.price-thomas.net,,London,E14 3JE,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9086,Leanne Smith,female,27-09-1971,smith.l4385@53aa0.turner.com,,London,RM12 4XY,White,Portugal,Level 1,Employee: Full-time,RST. Other services,2. Professional occupations,,,,,,,,,,,,
9087,Brandon Hicks,male,30-12-1952,hicks.brandon@d0ed7.hotmail.com,,Scotland,G22 7QR,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
9088,Steven Knight,male,22-08-1959,sknight@2a245.gmail.com,,Wales,NP4 0BY,White,United Kingdom,Level 4 or above,Employee: Full-time,H. Transport & storage,3. Associate professional and technical occupat...,,,,,,,,,,,,
9089,Irene Webster,female,10-05-2000,irene.webster2326@9f0dc.brown.com,,East,PE2 6SF,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9090,Kim Hughes,female,28-04-1977,kim.hughes77@bf9bb.pugh.net,,East,HP3 8EH,White,United Kingdom,No qualifications,Homemaker,Other,Other,,,,,,,,,,,,
9091,Marie Norman,female,10-12-1946,normanmarie1946@08c60.rhodes-holmes.com,,East,CO3 0SD,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
9092,Nicholas Barnes,male,27-08-1960,barnesn@6d014.yahoo.com,,Wales,SA12 7BH,White,United Kingdom,Level 2,Employee: Full-time,H. Transport & storage,7. Sales and customer service occupations,,,,,,,,,,,,
9093,Derek Edwards,male,30-05-1959,edwards.d59@d9370.walker.net,,West Midlands,DY10 2AA,White,United Kingdom,Level 2,Employee: Full-time,"M. Professional, scientific & technical activities",4. Administrative and secretarial occupations,,,,,,,,,,,,
9094,Katie Stephenson,female,08-08-1968,stephensonk@08b6e.booth.com,,East Midlands,DN21 1PR,White,United Kingdom,No qualifications,Employee: Full-time,RST. Other services,"1. Managers, directors and senior officials",,,,,,,,,,,,
9095,Sarah Powell,female,29-11-2015,sarah_p9852@d05fa.outlook.com,,North East,NE5 3RJ,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9096,Steven Jones,male,19-04-2017,jones-s17@30d20.hotmail.co.uk,,South East,OX7 6AT,White,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
9097,Scott Curtis,male,10-04-2015,s-curtis300@8e524.poole-singh.com,,North West,BB9 6ED,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9098,Damian Williams,male,05-03-1995,dwilliams1279@b28ca.thompson-mellor.com,,East Midlands,PE9 4SX,White,Poland,Other qualifications,Employee: Part-time,K. Financial & insurance activities,9. Elementary occupations,,,,,,,,,,,,
9099,Declan Clarke,male,27-04-1967,declan_c6103@af101.hurst.com,,South West,BA11 1JA,White,United Kingdom,No qualifications,Employee: Part-time,P. Education,3. Associate professional and technical occupat...,,,,,,,,,,,,
9100,Conor Fletcher,male,21-09-2003,fletcher.c2003@182eb.burns-kirby.net,,West Midlands,WR7 4LR,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9101,Leslie Hodgson,male,30-11-1988,hodgsonleslie@b6430.hotmail.co.uk,,South East,GU4 8AQ,White,United Kingdom,Level 4 or above,Self-employed,F. Construction,9. Elementary occupations,,,,,,,,,,,,
9102,Howard Tucker,male,31-08-1975,tucker.h75@89e4d.yahoo.co.uk,,London,E13 9BN,White,United Kingdom,Level 2,Employee: Part-time,J. Information & communication,3. Associate professional and technical occupat...,,,,,,,,,,,,
9103,Katherine Allen,female,10-01-1956,a.katherine6664@d1c7a.little.net,,North East,DH3 4QJ,White,United Kingdom,Level 3,Retired,Other,Other,,,,,,,,,,,,
9104,Richard Sutton,male,06-02-1953,s.richard8490@7a7ba.miller.com,,Yorkshire and The Humber,DL6 2TE,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
9105,Jamie Faulkner,male,21-04-2021,jamiefaulkner2365@b6a6e.thomas.com,,London,E7 9AA,White,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
9106,Sally Townsend,female,21-06-1978,s_townsend472@8c5ee.buckley.com,,London,EC1P 1RT,White,United Kingdom,Level 4 or above,Employee: Part-time,"G. Wholesale, retail & repair of motor vehicles",7. Sales and customer service occupations,,,,,,,,,,,,
9107,Kevin Kay,male,14-06-1952,kevinkay52@1ae80.gmail.com,,Wales,CF24 1AD,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
9108,Maria Shaw,female,14-01-1955,shaw_m55@65552.davies-jones.net,,Yorkshire and The Humber,BD13 3QA,Gypsy / Traveller / Irish Traveller,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
9109,Fiona Taylor,female,04-09-2008,fiona.taylor2008@4af76.wood-graham.org,,South East,DA12 4NW,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9110,Pamela Thornton,female,20-07-1965,pamela_thornton@36322.stanley.biz,,Northern Ireland,BT34 2TL,White,United Kingdom,No qualifications,Homemaker,Other,Other,,,,,,,,,,,,
9111,Liam Williams,male,27-09-1992,liam.williams1992@a8436.williams.biz,,London,SE3 7DX,White,United Kingdom,Level 4 or above,Employee: Full-time,I. Accommod-ation & food services,4. Administrative and secretarial occupations,,,,,,,,,,,,
9112,Kenneth Hunt,male,05-01-2009,hunt_kenneth2009@8fac1.outlook.com,,West Midlands,SY4 2JZ,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9113,Lawrence Davies,male,26-05-1993,lawrence.d@10d1c.douglas.com,,West Midlands,B74 4TN,White,United Kingdom,No qualifications,Employee: Full-time,H. Transport & storage,2. Professional occupations,,,,,,,,,,,,
9114,Phillip James,male,14-10-1944,j.phillip@a07e9.archer.net,,North West,PR9 9XL,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
9115,Sam Jones,male,22-12-2008,jones_sam5468@0142c.johnson.org,,East,PE3 6BG,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9116,John Lewis,male,18-02-1988,j_lewis88@53614.yahoo.co.uk,,London,SE6 2EB,White,United Kingdom,Level 4 or above,Employee: Full-time,RST. Other services,2. Professional occupations,,,,,,,,,,,,
9117,Denis Martin,male,10-04-1971,denis.martin71@809bd.gmail.com,,East,CM8 1TG,Black / African / Caribbean / Black British,United Kingdom,No qualifications,Employee: Full-time,"G. Wholesale, retail & repair of motor vehicles",7. Sales and customer service occupations,,,,,,,,,,,,
9118,Jennifer May,female,16-04-1995,j.may95@7e503.yahoo.co.uk,,East,CO3 0RW,White,United Kingdom,Other qualifications,Employee: Full-time,RST. Other services,3. Associate professional and technical occupat...,,,,,,,,,,,,
9119,Sandra Sheppard,female,14-07-1954,s-sandra@0be5e.hotmail.com,,London,EN4 9TT,White,United Kingdom,Level 1,Retired,Other,Other,,,,,,,,,,,,
9120,Kimberley Jones,female,08-10-1988,j-kimberley1988@c657f.outlook.com,,North West,BB11 5AJ,White,United Kingdom,Other qualifications,Employee: Full-time,I. Accommod-ation & food services,9. Elementary occupations,,,,,,,,,,,,
9121,Kathryn Williams,female,26-06-1955,kathryn.williams@d76f7.yahoo.com,,South West,TA9 4PF,White,United Kingdom,Level 3,Retired,Other,Other,,,,,,,,,,,,
9122,Andrea Hurst,female,03-09-1977,andreahurst@a2616.yahoo.com,,East Midlands,LE4 6SA,White,United Kingdom,Level 1,Employee: Full-time,P. Education,"1. Managers, directors and senior officials",,,,,,,,,,,,
9123,Jade Rees,female,29-08-1979,jade_rees1979@f7752.hill.biz,,South West,GL4 5HR,White,Pakistan,Level 3,Employee: Full-time,Q. Human health & social work activities,"6. Caring, leisure and other service occupations",,,,,,,,,,,,
9124,Jeffrey Jones,male,18-12-2007,jeffreyjones2007@02ce9.scott-pickering.com,,South East,GU21 5UA,Black / African / Caribbean / Black British,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9125,Thomas Saunders,male,05-03-2011,t_saunders11@da463.yahoo.co.uk,,North East,NE23 6HW,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9126,Billy Glover,male,06-01-1964,billy-glover@c1e40.lane.com,,Wales,NP26 5DF,White,United Kingdom,No qualifications,Employee: Full-time,L. Real estate activities,9. Elementary occupations,,,,,,,,,,,,
9127,Owen Elliott,male,11-02-2001,elliott-o01@67b5a.yahoo.com,,London,E16 1SJ,White,Afghanistan,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
9128,Danny Phillips,male,19-07-1992,danny_p@cab95.hotmail.co.uk,,North West,M27 9LA,White,United Kingdom,Level 3,Employee: Full-time,O. Public admin & defence; social security,"1. Managers, directors and senior officials",,,,,,,,,,,,
9129,Paul Tomlinson,male,25-10-1994,paul_t4549@d1d4b.gordon.com,,Yorkshire and The Humber,HU6 7ED,White,United Kingdom,Level 2,Other,Other,Other,,,,,,,,,,,,
9130,Bradley Benson,male,10-01-1952,benson_bradley8738@ac05e.morgan.info,,North West,L5 9RL,White,United Kingdom,Other qualifications,Retired,Other,Other,,,,,,,,,,,,
